country,country_code,market,suburb,host_neighbourhood,street,government_area,_id,name,house_rules,room_type,price,property_type,bedrooms,beds,bed_type,bathrooms,accommodates,extra_people,guests_included,amenities,latitude,longitude,is_location_exact,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,cancellation_policy,cleaning_fee,review_scores,host_id,host_name,host_location,number_of_reviews,host_listings_count,host_total_listings_count,host_response_time,host_response_rate,host_is_superhost,host_identity_verified
Turkey,TR,Istanbul,ÅžiÅŸli,Not Specified,"ÅžiÅŸli, Ä°stanbul, Turkey",Sisli,17198000,Central Flat in ÅžiÅŸli,no rules,Entire home/apt,105,Apartment,1,2,Real Bed,1,2,0,1,"Essentials', 'Family/kid friendly', 'Hangers', 'Heating', 'Kitchen', 'Shampoo', 'Suitable for events', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_49'",41.0619,28.98598,No,10,30,0,0,0,0,flexible,0,0,115782099,Burcu,TR,0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,KadÄ±kÃ¶y,Not Specified,"KadÄ±kÃ¶y, Ä°stanbul, Turkey",Kadikoy,17473607,"Central, Spacious, Safe, Seaside Flat","- Smoking is not allowed inside the apartment, but you may smoke on the balcony.  - Please take shoes off at the door.  - Quiet hours between midnight and 6am. - Wash dishes after use.  - Turn off Air condition/ heater while not in the flat.",Entire home/apt,200,Apartment,2,2,Real Bed,1,4,0,1,"Air conditioning', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Shampoo', 'TV', 'Washer', 'Wifi'",40.97781,29.04148,No,4,40,0,0,0,0,flexible,0,0,79265046,Caroline,"Istanbul, Ä°stanbul, Turkey",0,1,1,Not Specified,Not Specified,No,Yes
Turkey,TR,Istanbul,ÅžiÅŸli,Not Specified,"ÅžiÅŸli, Ä°stanbul, Turkey",Sisli,17690322,Nice and Big Room Next to Trump Towers,no rules,Private room,179,Apartment,1,1,Real Bed,1,2,0,1,"Dryer', 'Elevator', 'Essentials', 'Family/kid friendly', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Shampoo', 'Smoking allowed', 'TV', 'Wifi'",41.06969,28.99178,No,1,1125,0,0,0,0,flexible,0,0,6070131,Gozde,"Istanbul, Turkey",0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,BeÅŸiktaÅŸ,Not Specified,"KaÄŸÄ±thane, Ä°stanbul, Turkey",Kagithane,17705652,A cute house in 4Levent,no rules,Private room,475,Apartment,1,1,Real Bed,1,1,53,1,"Coffee maker', 'Cooking basics', 'Dishes and silverware', 'Dishwasher', 'Dryer', 'Elevator', 'Essentials', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Lock on bedroom door', 'Microwave', 'Oven', 'Private living room', 'Refrigerator', 'Safety card', 'Shampoo', 'Smoking allowed', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",41.08719,29.0046,No,1,10,23,53,83,83,flexible,0,0,120663954,Kardelen,"Istanbul, Ä°stanbul, Turkey",0,1,1,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,Not Specified,Not Specified,"AtaÅŸehir, Ä°stanbul, Turkey",Atasehir,17827642,ATAÅžEHÄ°R VARYAP MERÄ°DÄ°AN 50. KAT MANZARALI SUITE,no rules,Entire home/apt,269,Serviced apartment,0,2,Real Bed,1,3,89,2,"Air conditioning', 'Building staff', 'Carbon monoxide detector', 'Dishwasher', 'Elevator', 'Essentials', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Free parking on premises', 'Garden or backyard', 'Gym', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Microwave', 'Oven', 'Pool', 'Refrigerator', 'Room-darkening shades', 'Self check-in', 'Shampoo', 'Smoke detector', 'TV', 'Wifi', 'Window guards'",41.0009,29.10406,No,1,1125,28,58,88,363,strict_14_with_grace_period,48,95,107684831,Emre,"Istanbul, Ä°stanbul, Turkey",45,9,9,within an hour,98,No,No
Turkey,TR,Istanbul,ÅžiÅŸli,Sultanahmet,"BeyoÄŸlu, Ä°stanbul, Turkey",Sisli,17897640,Gorgeous Boutique Hotel Room in Taksim #8,no rules,Private room,179,Boutique hotel,1,1,Real Bed,1,2,0,1,"Air conditioning', 'Building staff', 'Carbon monoxide detector', 'Essentials', 'Fire extinguisher', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Iron', 'Laptop friendly workspace', 'Lock on bedroom door', 'Luggage dropoff allowed', 'Self check-in', 'Shampoo', 'Smoke detector', 'TV', 'Wifi', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50'",41.04177,28.98641,No,2,1125,27,41,71,346,flexible,36,100,4604908,Savas,Istanbul,1,13,13,within an hour,100,No,No
Turkey,TR,Istanbul,Fatih,Sultanahmet,"Fatih, Ä°stanbul, Turkey",Fatih,17971704,Triple Room  - Ocean's 7 Hotel,no rules,Private room,148,Apartment,1,3,Real Bed,1,3,0,1,"Air conditioning', 'Bed linens', 'Breakfast', 'Building staff', 'Buzzer/wireless intercom', 'Cable TV', 'Doorman', 'Essentials', 'Extra pillows and blankets', 'Family/kid friendly', 'Fire extinguisher', 'First aid kit', 'Garden or backyard', 'Hair dryer', 'Hangers', 'Heating', 'Hot water', 'Internet', 'Iron', 'Laptop friendly workspace', 'Lock on bedroom door', 'Long term stays allowed', 'Luggage dropoff allowed', 'Private entrance', 'Refrigerator', 'Room-darkening shades', 'Self check-in', 'Shampoo', 'Smoke detector', 'Suitable for events', 'TV', 'Wifi'",41.00318,28.97887,Yes,2,1125,28,58,88,284,moderate,0,0,110791987,Dilnozakhon,TR,1,9,9,Not Specified,Not Specified,No,No
Turkey,TR,Istanbul,Not Specified,Not Specified,"BakÄ±rkÃ¶y, Ä°stanbul, Turkey",Bakirkoy,18137446,Peaceful hometown with perfect sea and forest view,#NAME?,Entire home/apt,501,Apartment,4,4,Real Bed,3,8,0,1,"24-hour check-in', 'Air conditioning', 'Doorman', 'Essentials', 'Family/kid friendly', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Indoor fireplace', 'Internet', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Pets allowed', 'Shampoo', 'TV', 'Washer', 'Wifi', 'translation missing: en.hosting_amenity_50'",40.97867,28.78406,No,4,365,15,24,47,123,moderate,200,98,35603489,Emel,Ä°stanbul,15,1,1,within a few hours,100,No,No
Turkey,TR,Istanbul,KarakÃ¶y,KarakÃ¶y,"BeyoÄŸlu, Ä°stanbul, Turkey",Beyoglu,18157368,Room  in Taksim/Pera very Close to Ä°stiklal Str.,no rules,Private room,53,Apartment,1,1,Real Bed,1,2,40,1,"Dishwasher', 'Essentials', 'Family/kid friendly', 'Free street parking', 'Hair dryer', 'Hangers', 'Heating', 'Host greets you', 'Hot water', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Paid parking off premises', 'Pets allowed', 'Refrigerator', 'Shampoo', 'Smoking allowed', 'Washer', 'Wifi'",41.03114,28.97237,Yes,2,360,13,33,63,338,strict_14_with_grace_period,50,96,125221509,Vural,"Istanbul, Ä°stanbul, Turkey",14,2,2,within an hour,100,Yes,No
Turkey,TR,Istanbul,ÅžiÅŸli,Taksim,"ÅžiÅŸli, Ä°stanbul, Turkey",Sisli,18204751,Deluxe apartment in Harbiye 10 mins to taksim,no rules,Entire home/apt,765,Apartment,2,2,Real Bed,1,6,0,6,"Air conditioning', 'Dryer', 'Essentials', 'Family/kid friendly', 'First aid kit', 'Hair dryer', 'Hangers', 'Heating', 'Iron', 'Kitchen', 'Laptop friendly workspace', 'Lock on bedroom door', 'Shampoo', 'Smoking allowed', 'TV', 'Washer', 'Wifi'",41.04263,28.98566,Yes,2,1125,29,59,89,89,strict_14_with_grace_period,385,0,26461394,Steve,"Istanbul, Turkey",0,5,5,Not Specified,Not Specified,No,No
